action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,name
,,18808338,[],CHEMBL4275448,Antiviral activity against Zika virus SMGC infected in BHK cells assessed as inhibition of virus induced cytopathic effect after 8 days by CellTiter-Glo luminescent cell viability assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(NC(=O)NCCCN(C[C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)ncnc43)[C@H](O)[C@@H]2O)C(C)C)cc1,,,CHEMBL4270631,Eur J Med Chem,2018,,CHEMBL4280425,,CHEMBL4280425,,0,http://www.openphacts.org/units/Nanomolar,3125038,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,50.0,C31H39FN8O5
,,18808339,[],CHEMBL4275448,Antiviral activity against Zika virus SMGC infected in BHK cells assessed as inhibition of virus induced cytopathic effect after 8 days by CellTiter-Glo luminescent cell viability assay,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1ccc(NC(=O)NCCCN(C[C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)ncnc43)[C@H](O)[C@@H]2O)C(C)C)cc1,,,CHEMBL4270631,Eur J Med Chem,2018,,CHEMBL4291742,,CHEMBL4291742,,0,http://www.openphacts.org/units/Nanomolar,3125037,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,50.0,C31H39FN8O4
,,18808340,[],CHEMBL4275448,Antiviral activity against Zika virus SMGC infected in BHK cells assessed as inhibition of virus induced cytopathic effect after 8 days by CellTiter-Glo luminescent cell viability assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)N(CCCNC(=O)Nc1ccc(F)cc1)C[C@H]1O[C@@H](n2cnc3c(NCc4cccc(F)c4)ncnc32)[C@H](O)[C@@H]1O,,,CHEMBL4270631,Eur J Med Chem,2018,,CHEMBL4283887,,CHEMBL4283887,,0,http://www.openphacts.org/units/Nanomolar,3125036,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,50.0,C30H36F2N8O4
,,19053986,[],CHEMBL4356049,Antiviral activity against Zika virus infected in African green monkey Vero E6 cells assessed as reduction in virus infectivity preincubated with virus for 1 hr followed by cell infection and measured after 96 hrs by crystal violet staining based assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,,,CHEMBL4354808,J Med Chem,2020,,CHEMBL295124,BERBERINE,CHEMBL295124,4.41,0,http://www.openphacts.org/units/Nanomolar,3179017,=,1,1,=,,IC50,nM,,39100.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,39.1,C20H18NO4+
,,19053989,[],CHEMBL4356049,Antiviral activity against Zika virus infected in African green monkey Vero E6 cells assessed as reduction in virus infectivity preincubated with virus for 1 hr followed by cell infection and measured after 96 hrs by crystal violet staining based assay,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,,,CHEMBL4354808,J Med Chem,2020,,CHEMBL289277,EMODIN,CHEMBL289277,5.50,0,http://www.openphacts.org/units/Nanomolar,3179018,=,1,1,=,,IC50,nM,,3200.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,3.2,C15H10O5
,,19175388,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,[N-]=[N+]=NCc1cc(CN=[N+]=[N-])cc(-c2cc(CN=[N+]=[N-])cc(CN=[N+]=[N-])c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4581689,,CHEMBL4581689,,0,http://www.openphacts.org/units/Nanomolar,3200390,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C16H14N12
,,19175389,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.Cl.Cl.Cl.NCc1cc(CN)cc(-c2cc(CN)cc(CN)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4444807,,CHEMBL4594667,,0,http://www.openphacts.org/units/Nanomolar,3200391,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C16H26Cl4N4
,,19175390,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1c[nH]c(CNCc2cc(CNCc3ccc[nH]3)cc(-c3cc(CNCc4ccc[nH]4)cc(CNCc4ccc[nH]4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4588298,,CHEMBL4588298,6.44,0,http://www.openphacts.org/units/Nanomolar,3200392,=,1,1,=,,IC50,nM,,360.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.36,C36H42N8
,,19175391,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1coc(CNCc2cc(CNCc3ccco3)cc(-c3cc(CNCc4ccco4)cc(CNCc4ccco4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4472158,,CHEMBL4472158,5.95,0,http://www.openphacts.org/units/Nanomolar,3200393,=,1,1,=,,IC50,nM,,1130.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.13,C36H38N4O4
,,19175392,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1csc(CNCc2cc(CNCc3cccs3)cc(-c3cc(CNCc4cccs4)cc(CNCc4cccs4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4592586,,CHEMBL4592586,5.88,0,http://www.openphacts.org/units/Nanomolar,3200394,=,1,1,=,,IC50,nM,,1310.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.31,C36H38N4S4
,,19175393,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,Cn1ccnc1CNCc1cc(CNCc2nccn2C)cc(-c2cc(CNCc3nccn3C)cc(CNCc3nccn3C)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4466695,,CHEMBL4466695,,0,http://www.openphacts.org/units/Nanomolar,3200395,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C36H46N12
,,19175394,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,C(=N/Cc1cc(C/N=C/c2ccc[nH]2)cc(-c2cc(C/N=C/c3ccc[nH]3)cc(C/N=C/c3ccc[nH]3)c2)c1)\c1ccc[nH]1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4463375,,CHEMBL4463375,5.87,0,http://www.openphacts.org/units/Nanomolar,3200396,=,1,1,=,,IC50,nM,,1360.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.36,C36H34N8
,,19175395,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,C(=N/Cc1cc(C/N=C/c2ccco2)cc(-c2cc(C/N=C/c3ccco3)cc(C/N=C/c3ccco3)c2)c1)\c1ccco1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4590001,,CHEMBL4590001,,0,http://www.openphacts.org/units/Nanomolar,3200397,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C36H30N4O4
,,19175396,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,C(=N/Cc1cc(C/N=C/c2cccs2)cc(-c2cc(C/N=C/c3cccs3)cc(C/N=C/c3cccs3)c2)c1)\c1cccs1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4550016,,CHEMBL4550016,,0,http://www.openphacts.org/units/Nanomolar,3200398,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C36H30N4S4
,Nd(Insoluble),19175397,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(NCc1cc(CNC(=O)c2ccco2)cc(-c2cc(CNC(=O)c3ccco3)cc(CNC(=O)c3ccco3)c2)c1)c1ccco1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4592331,,CHEMBL4592331,,0,,3200399,,1,0,,,IC50,,,,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,,,,,C36H30N4O8
,,19175398,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(NCc1cc(CNC(=O)c2cccs2)cc(-c2cc(CNC(=O)c3cccs3)cc(CNC(=O)c3cccs3)c2)c1)c1cccs1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4553288,,CHEMBL4553288,,0,http://www.openphacts.org/units/Nanomolar,3200400,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C36H30N4O4S4
,,19175399,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,[N-]=[N+]=NCc1cc(CN=[N+]=[N-])cc(-c2cc(CN=[N+]=[N-])cc(Cn3cc(COCCOCc4cn(Cc5cc(CN=[N+]=[N-])cc(-c6cc(CN=[N+]=[N-])cc(CN=[N+]=[N-])c6)c5)nn4)nn3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4539652,,CHEMBL4539652,,0,http://www.openphacts.org/units/Nanomolar,3200401,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C40H38N24O2
,,19175400,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,[N-]=[N+]=NCc1cc(CN=[N+]=[N-])cc(-c2cc(CN=[N+]=[N-])cc(Cn3cc(COCCOCCOCCOCc4cn(Cc5cc(CN=[N+]=[N-])cc(-c6cc(CN=[N+]=[N-])cc(CN=[N+]=[N-])c6)c5)nn4)nn3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4435729,,CHEMBL4435729,,0,http://www.openphacts.org/units/Nanomolar,3200402,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C44H46N24O4
,,19175401,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,[N-]=[N+]=NCc1cc(CN=[N+]=[N-])cc(-c2cc(CN=[N+]=[N-])cc(Cn3cc(COCCOCCOCCOCCOCCOCc4cn(Cc5cc(CN=[N+]=[N-])cc(-c6cc(CN=[N+]=[N-])cc(CN=[N+]=[N-])c6)c5)nn4)nn3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4441010,,CHEMBL4441010,,0,http://www.openphacts.org/units/Nanomolar,3200403,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,100.0,C48H54N24O6
,,19175402,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1c[nH]c(CNCc2cc(CNCc3ccc[nH]3)cc(-c3cc(CNCc4ccc[nH]4)cc(Cn4cc(COCCOCCOCCOCc5cn(Cc6cc(CNCc7ccc[nH]7)cc(-c7cc(CNCc8ccc[nH]8)cc(CNCc8ccc[nH]8)c7)c6)nn5)nn4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4522922,,CHEMBL4522922,6.80,0,http://www.openphacts.org/units/Nanomolar,3200404,=,1,1,=,,IC50,nM,,160.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.16,C74H88N18O4
,,19175403,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1coc(CNCc2cc(CNCc3ccco3)cc(-c3cc(CNCc4ccco4)cc(Cn4cc(COCCOCCOCCOCc5cn(Cc6cc(CNCc7ccco7)cc(-c7cc(CNCc8ccco8)cc(CNCc8ccco8)c7)c6)nn5)nn4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4560040,,CHEMBL4560040,4.91,0,http://www.openphacts.org/units/Nanomolar,3200405,=,1,1,=,,IC50,nM,,12370.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,12.37,C74H82N12O10
,,19175404,[],CHEMBL4385901,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL3040216,,CHEMBL3040216,4.36,0,http://www.openphacts.org/units/Nanomolar,3200406,=,1,1,=,,IC50,nM,,44020.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,44.02,C51H40N6O23S6
,,19175456,[],CHEMBL4385900,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in human HeLa cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1c[nH]c(CNCc2cc(CNCc3ccc[nH]3)cc(-c3cc(CNCc4ccc[nH]4)cc(CNCc4ccc[nH]4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4588298,,CHEMBL4588298,6.35,0,http://www.openphacts.org/units/Nanomolar,3200392,=,1,1,=,,IC50,nM,,450.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.45,C36H42N8
,,19175457,[],CHEMBL4385900,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in human HeLa cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1coc(CNCc2cc(CNCc3ccco3)cc(-c3cc(CNCc4ccco4)cc(CNCc4ccco4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4472158,,CHEMBL4472158,6.46,0,http://www.openphacts.org/units/Nanomolar,3200393,=,1,1,=,,IC50,nM,,350.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.35,C36H38N4O4
,,19175458,[],CHEMBL4385900,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in human HeLa cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1csc(CNCc2cc(CNCc3cccs3)cc(-c3cc(CNCc4cccs4)cc(CNCc4cccs4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4592586,,CHEMBL4592586,6.25,0,http://www.openphacts.org/units/Nanomolar,3200394,=,1,1,=,,IC50,nM,,560.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.56,C36H38N4S4
,,19175459,[],CHEMBL4385900,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in human HeLa cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,C(=N/Cc1cc(C/N=C/c2ccc[nH]2)cc(-c2cc(C/N=C/c3ccc[nH]3)cc(C/N=C/c3ccc[nH]3)c2)c1)\c1ccc[nH]1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4463375,,CHEMBL4463375,5.51,0,http://www.openphacts.org/units/Nanomolar,3200396,=,1,1,=,,IC50,nM,,3060.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,3.06,C36H34N8
,,19175460,[],CHEMBL4385900,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in human HeLa cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1c[nH]c(CNCc2cc(CNCc3ccc[nH]3)cc(-c3cc(CNCc4ccc[nH]4)cc(Cn4cc(COCCOCCOCCOCc5cn(Cc6cc(CNCc7ccc[nH]7)cc(-c7cc(CNCc8ccc[nH]8)cc(CNCc8ccc[nH]8)c7)c6)nn5)nn4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4522922,,CHEMBL4522922,6.62,0,http://www.openphacts.org/units/Nanomolar,3200404,=,1,1,=,,IC50,nM,,240.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.24,C74H88N18O4
,,19175461,[],CHEMBL4385900,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in human HeLa cells assessed as reduction in viral infection preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,,,BAO_0000190,BAO_0000218,organism-based format,c1coc(CNCc2cc(CNCc3ccco3)cc(-c3cc(CNCc4ccco4)cc(Cn4cc(COCCOCCOCCOCc5cn(Cc6cc(CNCc7ccco7)cc(-c7cc(CNCc8ccco8)cc(CNCc8ccco8)c7)c6)nn5)nn4)c3)c2)c1,,,CHEMBL4385601,J Med Chem,2019,,CHEMBL4560040,,CHEMBL4560040,5.86,0,http://www.openphacts.org/units/Nanomolar,3200405,=,1,1,=,,IC50,nM,,1370.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.37,C74H82N12O10
,,19243738,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=O)Nc2ccc(Cl)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4207559,,CHEMBL4207559,9.72,0,http://www.openphacts.org/units/Nanomolar,3212365,=,1,1,=,,IC50,nM,,0.191,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,191.0,C12H11ClN4OS2
,,19243739,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=O)Nc2ccc(Cl)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4483444,,CHEMBL4483444,8.85,0,http://www.openphacts.org/units/Nanomolar,3212366,=,1,1,=,,IC50,nM,,1.4,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,1.4,C12H9ClN4OS2
,,19243740,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=O)Nc2ccc(Cl)cc2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4536703,,CHEMBL4536703,9.72,0,http://www.openphacts.org/units/Nanomolar,3212367,=,1,1,=,,IC50,nM,,0.191,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,191.0,C12H11ClN4OS2
,,19243741,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCNc1nc(NC(=O)Nc2ccc(Cl)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4475511,,CHEMBL4475511,10.07,0,http://www.openphacts.org/units/Nanomolar,3212368,=,1,1,=,,IC50,nM,,0.0851,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,85.1,C12H12ClN5OS
,,19243742,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=S)Nc2ccc(Cl)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4440325,,CHEMBL4440325,6.31,0,http://www.openphacts.org/units/Nanomolar,3212369,=,1,1,=,,IC50,nM,,493.2,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,493.2,C12H11ClN4S3
,,19243743,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=S)Nc2ccc(Cl)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4450589,,CHEMBL4450589,5.58,0,http://www.openphacts.org/units/Nanomolar,3212370,=,1,1,=,,IC50,nM,,2600.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,2.6,C12H11ClN4S3
,,19243744,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=O)Nc2ccc(Br)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4471319,,CHEMBL4471319,9.48,0,http://www.openphacts.org/units/Nanomolar,3212371,=,1,1,=,,IC50,nM,,0.3289,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,328.9,C12H11BrN4OS2
,,19243745,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=O)Nc2ccc(Br)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4542274,,CHEMBL4542274,9.18,0,http://www.openphacts.org/units/Nanomolar,3212372,=,1,1,=,,IC50,nM,,0.6653,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,665.3,C12H9BrN4OS2
,,19243746,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=O)Nc2ccc(Br)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4470306,,CHEMBL4470306,5.89,0,http://www.openphacts.org/units/Nanomolar,3212373,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.3,C12H11BrN4OS2
,,19243747,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=O)Nc2ccc(Br)cc2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4460915,,CHEMBL4460915,9.84,0,http://www.openphacts.org/units/Nanomolar,3212374,=,1,1,=,,IC50,nM,,0.1435,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,143.5,C12H11BrN4OS2
,,19243748,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCNc1nc(NC(=O)Nc2ccc(Br)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4555491,,CHEMBL4555491,10.01,0,http://www.openphacts.org/units/Nanomolar,3212375,=,1,1,=,,IC50,nM,,0.0977,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,97.7,C12H12BrN5OS
